,customer,gender,income,state,policy_type,customer_lifetime_value,vehicle_class,monthly_premium_auto,total_claim_amount
1281,GS76685,M,20228.0,California,Corporate Auto,10408.97,SUV,101.0,523.82
1282,BR40272,M,49009.0,California,Personal Auto,8247.95,Four-Door Car,105.0,504.0
1283,FX36546,M,60804.0,Washington,Personal Auto,3679.14,Four-Door Car,92.0,213.23
1284,FY31714,M,78374.0,Oregon,Personal Auto,16331.43,Four-Door Car,82.0,206.95
1285,GL99349,M,95621.0,California,Personal Auto,20474.15,Two-Door Car,66.0,351.88
1286,HH49391,M,15741.0,Oregon,Special Auto,9414.94,SUV,132.0,633.6
1287,WG26617,M,38279.0,Oregon,Personal Auto,9732.58,Two-Door Car,82.0,64.4
1288,QQ25666,M,60120.0,Arizona,Personal Auto,14510.75,Luxury Car,182.0,716.47
1289,VE72838,F,59207.0,Arizona,Personal Auto,13770.98,Four-Door Car,116.0,556.8
1290,IZ71030,F,69446.0,California,Personal Auto,2570.19,Four-Door Car,64.0,26.73
1291,IU32539,F,50886.0,California,Personal Auto,7282.22,Two-Door Car,95.0,620.1
1292,UI73924,F,55257.0,Oregon,Personal Auto,2469.57,Two-Door Car,64.0,209.6
1293,RZ89359,F,61883.0,California,Personal Auto,2450.63,Four-Door Car,62.0,18.08
1294,CE21829,M,37233.0,Oregon,Personal Auto,10856.18,SUV,136.0,242.55
1295,BU17847,M,37722.0,Arizona,Personal Auto,9075.77,Sports Car,116.0,158.08
1296,XA63646,F,81883.0,California,Personal Auto,4654.58,Four-Door Car,114.0,376.0
1297,EA40332,M,35822.0,Oregon,Personal Auto,15394.87,SUV,197.0,1404.87
1298,KB75939,F,23059.0,Oregon,Corporate Auto,9421.1,Sports Car,126.0,95.85
1299,PR98117,F,97666.0,Oregon,Personal Auto,2640.52,Four-Door Car,66.0,136.27
1300,ZE62067,M,26057.0,Arizona,Corporate Auto,8509.85,Four-Door Car,74.0,523.89
1301,AU45793,M,30817.0,Arizona,Corporate Auto,3436.13,Four-Door Car,88.0,91.83
1302,RE29131,F,75648.0,Oregon,Personal Auto,4349.31,SUV,108.0,112.66
1303,HM93220,F,25852.0,Arizona,Personal Auto,15266.48,Sports Car,135.0,648.0
1304,TC18805,M,13207.0,Washington,Personal Auto,9939.26,SUV,137.0,392.92
1305,NF25863,M,32150.0,Nevada,Personal Auto,7887.82,Two-Door Car,98.0,470.4
1306,FD98839,M,52674.0,Oregon,Personal Auto,2894.33,Two-Door Car,73.0,166.55
1307,FN99437,M,91653.0,California,Corporate Auto,4397.78,SUV,111.0,343.98
1308,DZ35379,F,69512.0,Arizona,Personal Auto,5781.02,Two-Door Car,72.0,196.98
1309,IA67715,F,67332.0,California,Personal Auto,7720.16,Luxury Car,192.0,921.6
1310,CR41258,M,53304.0,Nevada,Personal Auto,2590.32,Four-Door Car,65.0,116.32
1311,BE75190,M,28754.0,California,Corporate Auto,10155.3,Four-Door Car,89.0,427.2
1312,EW16697,F,50201.0,Arizona,Personal Auto,2552.0,Two-Door Car,64.0,99.89
1313,HI60054,F,51593.0,California,Personal Auto,9404.45,Two-Door Car,80.0,202.91
1314,WB21698,F,31974.0,California,Personal Auto,3723.11,Four-Door Car,92.0,388.14
1315,MU75490,M,31756.0,Oregon,Corporate Auto,8417.1,SUV,107.0,415.85
1316,PP64004,F,20369.0,Nevada,Personal Auto,8186.31,SUV,105.0,1126.66
1317,NT40494,F,66933.0,California,Personal Auto,5074.25,Four-Door Car,63.0,160.52
1318,YM98727,F,39843.0,California,Personal Auto,12981.53,Four-Door Car,109.0,523.2
1319,NT77164,M,16686.0,Arizona,Personal Auto,2744.17,Four-Door Car,71.0,125.51
1320,PS47550,F,80237.0,California,Personal Auto,13178.43,SUV,108.0,776.6
1321,PK66498,M,72897.0,California,Personal Auto,8793.52,Two-Door Car,73.0,507.71
1322,NG93751,M,46435.0,California,Corporate Auto,3245.33,Two-Door Car,82.0,350.33
1323,AP27994,F,23124.0,Oregon,Special Auto,4372.49,Sports Car,112.0,537.6
1324,TP20456,M,45310.0,Arizona,Personal Auto,9090.27,Luxury SUV,229.0,1550.38
1325,OB21477,M,53437.0,Oregon,Personal Auto,10777.57,Two-Door Car,91.0,436.8
1326,UU70820,F,27880.0,Arizona,Personal Auto,5867.13,Four-Door Car,74.0,199.44
1327,ER66372,F,45963.0,California,Personal Auto,14914.53,Four-Door Car,63.0,302.4
1328,XD81935,F,35625.0,Oregon,Personal Auto,5107.16,Four-Door Car,65.0,288.57
1329,AT30076,F,31727.0,Nevada,Personal Auto,3536.65,Four-Door Car,92.0,495.75
1330,EW34576,F,53071.0,Arizona,Corporate Auto,2839.8,Four-Door Car,72.0,386.23
1331,XC14741,M,97735.0,California,Corporate Auto,2939.94,Four-Door Car,73.0,188.67
1332,CN16311,F,52218.0,Oregon,Corporate Auto,5476.53,Four-Door Car,68.0,33.78
1333,TZ19823,F,25820.0,California,Personal Auto,3265.16,Four-Door Car,82.0,393.6
1334,NC34154,F,17950.0,California,Special Auto,8066.07,Two-Door Car,71.0,340.8
1335,LQ50657,F,82477.0,Arizona,Personal Auto,3644.83,Two-Door Car,90.0,432.0
1336,CJ81391,M,64801.0,Oregon,Personal Auto,7582.11,Four-Door Car,64.0,268.47
1337,JW70372,F,61233.0,Arizona,Personal Auto,7124.2,Four-Door Car,89.0,181.29
1338,GL66847,F,62902.0,Arizona,Personal Auto,8256.3,Two-Door Car,69.0,159.38
1339,DC62428,M,20244.0,Arizona,Personal Auto,5091.1,Four-Door Car,65.0,312.0
1340,KR54589,F,86812.0,California,Personal Auto,5881.81,Four-Door Car,73.0,45.47
1341,BC47264,F,62192.0,California,Special Auto,7684.89,Two-Door Car,98.0,243.29
1342,SN58128,F,34948.0,Oregon,Personal Auto,10396.53,SUV,130.0,443.79
1343,TD97297,M,35456.0,Oregon,Personal Auto,8545.61,Sports Car,109.0,505.08
1344,TK13024,M,80640.0,Oregon,Personal Auto,4408.07,SUV,111.0,313.27
1345,KC14861,M,91193.0,Oregon,Personal Auto,14886.71,Luxury SUV,185.0,1.59
1346,DC37886,F,73692.0,Arizona,Personal Auto,24338.51,Two-Door Car,67.0,24.84
1347,SP56326,F,12195.0,Arizona,Personal Auto,7453.0,Four-Door Car,101.0,670.58
1348,OQ99704,F,52801.0,Washington,Personal Auto,3981.78,SUV,100.0,475.2
1349,YB96664,M,75644.0,Washington,Corporate Auto,4974.8,Two-Door Car,65.0,467.8
1350,RO90746,F,60192.0,California,Personal Auto,17816.68,Luxury Car,220.0,1056.0
1351,OV87950,M,29242.0,California,Personal Auto,2837.16,Two-Door Car,73.0,350.4
1352,ZG82132,F,69379.0,Oregon,Personal Auto,4118.59,Two-Door Car,103.0,494.4
1353,LZ31103,F,63860.0,Oregon,Personal Auto,2472.47,Four-Door Car,62.0,208.6
1354,HO79663,F,45281.0,Arizona,Personal Auto,4139.53,Sports Car,104.0,65.03
1355,RS57109,F,51193.0,Arizona,Personal Auto,4100.47,Two-Door Car,104.0,97.31
1356,NA21420,F,62074.0,Oregon,Corporate Auto,5278.2,Four-Door Car,67.0,49.44
1357,MY98825,F,64304.0,California,Corporate Auto,8056.9,Two-Door Car,68.0,65.47
1358,VW73816,M,73795.0,Oregon,Personal Auto,9185.03,SUV,116.0,501.72
1359,FN66189,F,84376.0,Oregon,Personal Auto,15417.73,Four-Door Car,96.0,43.58
1360,OS11465,M,79153.0,Oregon,Special Auto,8500.91,SUV,106.0,508.8
1361,UY61913,M,17950.0,Oregon,Personal Auto,8847.44,SUV,118.0,425.49
1362,MF23895,F,58139.0,Arizona,Corporate Auto,2609.83,Four-Door Car,65.0,33.17
1363,DV36320,F,80991.0,California,Personal Auto,17995.87,Luxury SUV,223.0,937.33
1364,UE72026,F,69678.0,California,Personal Auto,5021.69,Sports Car,126.0,306.82
1365,YC69616,F,14030.0,Arizona,Personal Auto,2719.51,Two-Door Car,72.0,345.6
1366,SM10254,F,13037.0,Oregon,Personal Auto,4726.87,SUV,124.0,839.35
1367,AG45299,M,76763.0,California,Personal Auto,8595.73,SUV,108.0,186.46
1368,KS45476,F,50461.0,Washington,Personal Auto,15626.28,Sports Car,131.0,810.07
1369,No69427,M,69604.0,California,Corporate Auto,2797.67,Four-Door Car,70.0,112.34
1370,BA52133,M,22908.0,California,Personal Auto,5344.99,Four-Door Car,68.0,387.77
1371,WT59944,F,68273.0,California,Personal Auto,17557.54,Sports Car,146.0,76.48
1372,XV30885,M,95550.0,California,Personal Auto,4595.52,SUV,116.0,381.57
1373,LU79865,M,88370.0,Nevada,Personal Auto,5794.1,Four-Door Car,74.0,355.2
1374,BL29046,F,68931.0,Oregon,Corporate Auto,5332.46,Four-Door Car,66.0,309.58
1375,AM34581,F,24432.0,Oregon,Corporate Auto,6680.15,Two-Door Car,87.0,71.11
1376,YN75239,M,77577.0,Oregon,Personal Auto,7910.87,Luxury SUV,199.0,35.77
1377,OJ84485,M,12607.0,California,Personal Auto,12516.92,SUV,110.0,528.0
1378,OD85990,F,23474.0,Oregon,Corporate Auto,3964.15,SUV,102.0,489.6
1379,LK51620,M,98478.0,California,Corporate Auto,12902.09,Four-Door Car,106.0,508.8
1380,ZB91993,M,23091.0,Arizona,Personal Auto,5926.73,Four-Door Car,96.0,460.8
1381,SZ60342,M,51071.0,Arizona,Personal Auto,5148.65,Two-Door Car,65.0,312.0
1382,EE28119,F,69921.0,Arizona,Personal Auto,4670.06,Two-Door Car,118.0,373.23
1383,GA49547,M,36357.0,Washington,Personal Auto,5363.08,Four-Door Car,68.0,17.27
1384,PT70350,M,27607.0,Oregon,Corporate Auto,28511.03,Four-Door Car,104.0,640.58
1385,KL29678,F,43610.0,Oregon,Personal Auto,8624.92,Sports Car,106.0,508.8
1386,GH94657,M,14660.0,California,Personal Auto,2319.82,Four-Door Car,61.0,396.61
1387,EZ71780,F,26864.0,Arizona,Special Auto,8807.49,Four-Door Car,78.0,374.4
1388,BW76745,M,36631.0,Oregon,Personal Auto,2491.32,Four-Door Car,62.0,67.53
1389,TN64240,F,42582.0,California,Corporate Auto,7853.96,Four-Door Car,99.0,629.34
1390,AE23906,M,37256.0,Arizona,Personal Auto,9816.53,Four-Door Car,62.0,128.97
1391,KX18446,M,56980.0,Washington,Corporate Auto,6689.02,Two-Door Car,84.0,599.0
1392,NR66922,M,98254.0,Oregon,Corporate Auto,11323.36,Four-Door Car,94.0,229.71
1393,PQ27923,M,71737.0,Washington,Personal Auto,6333.03,Two-Door Car,79.0,338.8
1394,No81415,M,31177.0,Arizona,Personal Auto,3139.17,Four-Door Car,79.0,905.7
1395,OI48534,F,98338.0,California,Personal Auto,2617.18,Four-Door Car,65.0,35.6
1396,VD37089,M,29938.0,Washington,Corporate Auto,3478.89,Four-Door Car,90.0,562.43
1397,PV39600,M,24285.0,California,Personal Auto,8417.0,Two-Door Car,111.0,1257.53
1398,ZD42919,M,32983.0,California,Personal Auto,4483.84,SUV,113.0,466.82
1399,CH81088,F,71333.0,Oregon,Personal Auto,3721.06,Four-Door Car,93.0,343.76
1400,SV68939,F,33157.0,Arizona,Personal Auto,9988.79,SUV,124.0,286.0
1401,OU50429,M,36580.0,California,Personal Auto,7524.74,Four-Door Car,64.0,460.8
1402,TE44937,F,11432.0,Oregon,Personal Auto,13466.92,SUV,119.0,571.2
1403,GC29421,F,78596.0,California,Personal Auto,2949.28,Four-Door Car,73.0,106.27
1404,RF71693,F,35143.0,Arizona,Corporate Auto,5179.89,Four-Door Car,65.0,171.18
1405,JZ22920,M,29606.0,Arizona,Personal Auto,3225.4,Four-Door Car,81.0,438.28
1406,ZL68596,M,53228.0,Arizona,Special Auto,8849.69,Four-Door Car,73.0,137.2
1407,GV91160,F,10312.0,Oregon,Personal Auto,2886.45,Four-Door Car,78.0,486.28
1408,PC80039,F,19864.0,Oregon,Personal Auto,2359.42,Four-Door Car,63.0,352.39
1409,RH72839,F,76157.0,Nevada,Personal Auto,4669.23,Two-Door Car,116.0,556.8
1410,SV15363,M,44368.0,California,Personal Auto,6366.23,Two-Door Car,80.0,384.0
1411,CN17219,M,27961.0,Oregon,Personal Auto,25581.61,Two-Door Car,72.0,345.6
1412,ZM84839,F,92777.0,California,Personal Auto,8146.27,Two-Door Car,68.0,158.04
1413,ZO31878,F,55992.0,Oregon,Personal Auto,5412.46,Four-Door Car,67.0,191.41
1414,BU70181,M,88997.0,Arizona,Personal Auto,5757.44,Four-Door Car,72.0,174.04
1415,RN20799,F,21926.0,Arizona,Personal Auto,4755.19,Four-Door Car,63.0,302.4
1416,VF58561,F,82413.0,Oregon,Personal Auto,4995.21,Four-Door Car,62.0,297.6
1417,HU26687,M,48008.0,California,Personal Auto,2824.85,Four-Door Car,73.0,137.08
1418,VT84289,F,87796.0,California,Personal Auto,5907.91,Four-Door Car,74.0,355.2
1419,ZG17326,M,38928.0,Oregon,Personal Auto,4988.58,Four-Door Car,64.0,326.66
1420,ZR84007,M,58779.0,Arizona,Personal Auto,7405.27,Four-Door Car,64.0,307.2
1421,WM17695,F,98912.0,Washington,Personal Auto,16553.23,SUV,135.0,714.83
1422,NY93341,F,33882.0,Arizona,Personal Auto,9118.93,SUV,114.0,272.84
1423,BC87161,M,92296.0,Oregon,Personal Auto,2759.98,Two-Door Car,69.0,331.2
1424,PW23851,F,63287.0,Oregon,Personal Auto,15251.58,SUV,127.0,617.2
1425,UM73815,F,74871.0,Arizona,Personal Auto,14517.44,SUV,178.0,854.4
1426,HW19506,F,37995.0,Arizona,Personal Auto,5597.12,SUV,139.0,667.2
1427,BR28896,M,64706.0,Nevada,Personal Auto,3176.36,Two-Door Car,81.0,372.91
1428,GM83516,M,29500.0,Arizona,Corporate Auto,2573.72,Four-Door Car,67.0,321.6
1429,RA27021,F,26410.0,Nevada,Corporate Auto,27564.74,Four-Door Car,91.0,184.52
1430,JW15941,M,97832.0,California,Personal Auto,3842.79,Two-Door Car,95.0,107.66
1431,GP20408,F,94903.0,Oregon,Personal Auto,3808.12,Two-Door Car,94.0,451.2
1432,AM57175,F,62473.0,Oregon,Personal Auto,15000.84,Four-Door Car,76.0,507.56
1433,RI40862,M,85704.0,Nevada,Personal Auto,5573.11,Four-Door Car,69.0,325.4
1434,EY86980,M,74270.0,Oregon,Corporate Auto,6222.21,Two-Door Car,78.0,122.49
1435,FG24850,F,22886.0,Oregon,Personal Auto,5096.67,Four-Door Car,65.0,312.0
1436,JB39997,F,36464.0,California,Personal Auto,6183.19,Four-Door Car,78.0,93.52
1437,CG43444,F,33599.0,California,Personal Auto,9388.98,Four-Door Car,80.0,111.27
1438,ZG69918,M,20819.0,Oregon,Special Auto,8168.71,Four-Door Car,73.0,206.86
1439,GM70734,F,29095.0,California,Corporate Auto,13561.2,Two-Door Car,91.0,280.8
1440,PM14429,M,30852.0,California,Personal Auto,6699.28,Four-Door Car,88.0,318.87
1441,FD55376,M,48448.0,California,Corporate Auto,20230.97,Four-Door Car,74.0,355.2
1442,PS25185,F,20079.0,Washington,Corporate Auto,4097.37,Two-Door Car,110.0,528.0
1443,YE70791,M,12430.0,California,Personal Auto,5169.5,Four-Door Car,73.0,350.4
1444,UN52560,M,47669.0,Arizona,Personal Auto,6278.76,Four-Door Car,80.0,384.0
1445,SS95187,M,40794.0,Arizona,Personal Auto,3343.93,Four-Door Car,87.0,334.45
1446,OU62959,M,95340.0,California,Personal Auto,15531.79,Luxury SUV,198.0,808.84
1447,ZV36800,M,14476.0,Oregon,Corporate Auto,4236.84,Sports Car,113.0,542.4
1448,RE12758,M,26116.0,California,Personal Auto,6782.56,Four-Door Car,85.0,612.0
1449,CH97666,M,12454.0,California,Personal Auto,3683.47,Sports Car,100.0,720.0
1450,NU25698,F,48245.0,Oregon,Personal Auto,13995.69,SUV,121.0,580.8
1451,BD36887,F,37478.0,Nevada,Personal Auto,4171.19,Sports Car,105.0,653.69
1452,YV76240,F,45732.0,Oregon,Corporate Auto,10677.25,SUV,134.0,611.92
1453,IN77241,M,65978.0,Washington,Corporate Auto,5394.7,Two-Door Car,67.0,251.8
1454,SE86346,F,58467.0,Nevada,Corporate Auto,7771.02,Four-Door Car,65.0,452.92
1455,FK46365,F,82427.0,Washington,Personal Auto,4103.85,SUV,102.0,489.6
1456,XW93623,M,33811.0,Nevada,Personal Auto,7221.15,Luxury SUV,184.0,587.38
1457,ZZ22193,F,37675.0,California,Personal Auto,5704.68,Four-Door Car,71.0,380.92
1458,RT80802,M,19851.0,Nevada,Personal Auto,11658.6,Sports Car,102.0,220.04
1459,JF16897,F,28360.0,Oregon,Personal Auto,8776.36,Four-Door Car,73.0,863.91
1460,PB90912,M,70833.0,California,Personal Auto,7804.02,Luxury SUV,193.0,926.4
1461,GU41198,F,62421.0,California,Corporate Auto,9536.34,Four-Door Car,80.0,384.0
1462,CT96082,F,13933.0,Oregon,Corporate Auto,4711.08,Two-Door Car,62.0,49.36
1463,KP26590,F,40513.0,Nevada,Personal Auto,3801.28,Four-Door Car,96.0,151.59
1464,BI34286,M,47259.0,Oregon,Corporate Auto,6515.03,Four-Door Car,81.0,388.8
1465,XJ97760,M,35039.0,California,Personal Auto,4739.86,Four-Door Car,61.0,254.31
1466,SJ88799,M,92539.0,Washington,Personal Auto,3980.84,Four-Door Car,101.0,707.41
1467,CP66511,M,92038.0,Oregon,Personal Auto,2562.6,Two-Door Car,65.0,178.41
1468,JG13893,M,51789.0,Nevada,Corporate Auto,7355.35,Two-Door Car,61.0,435.84
1469,ER49844,M,61972.0,Arizona,Personal Auto,5041.45,Four-Door Car,64.0,138.96
1470,AU91447,M,40870.0,Oregon,Special Auto,12731.95,SUV,105.0,504.0
1471,SK58227,F,52583.0,California,Personal Auto,8879.79,SUV,113.0,528.2
1472,HG23705,F,79681.0,Arizona,Personal Auto,2872.67,Four-Door Car,73.0,9.16
1473,MV93555,F,69792.0,Oregon,Personal Auto,11058.22,SUV,137.0,696.76
1474,VQ20924,F,19794.0,Arizona,Corporate Auto,7138.17,Two-Door Car,93.0,603.08
1475,DF65548,F,26680.0,California,Personal Auto,8613.46,Two-Door Car,106.0,508.8
1476,PA28328,F,93272.0,California,Corporate Auto,3861.49,Four-Door Car,95.0,281.11
1477,KC49055,M,21835.0,Oregon,Personal Auto,7123.08,Two-Door Car,92.0,621.62
1478,OY70124,F,73054.0,Washington,Personal Auto,12741.85,SUV,106.0,419.37
1479,OT94107,F,35551.0,Oregon,Personal Auto,3176.87,Four-Door Car,81.0,565.11
1480,CF27806,F,54507.0,California,Personal Auto,5470.06,SUV,138.0,702.99
1481,TF53472,F,41336.0,Oregon,Personal Auto,5350.21,Four-Door Car,68.0,263.09
1482,PG50529,F,31972.0,California,Personal Auto,5580.92,Four-Door Car,70.0,416.26
1483,QT46509,M,20416.0,Oregon,Personal Auto,7048.54,Four-Door Car,93.0,446.4
1484,LI72489,M,46338.0,Nevada,Corporate Auto,15306.22,SUV,193.0,19.46
1485,SI58884,M,17220.0,California,Personal Auto,3985.32,SUV,105.0,504.0
1486,KG53604,M,37256.0,Oregon,Personal Auto,9816.53,Four-Door Car,62.0,128.97
1487,XB97091,F,53602.0,Arizona,Personal Auto,37243.63,Sports Car,115.0,295.34
1488,JS12902,F,24732.0,Oregon,Corporate Auto,4122.96,Sports Car,107.0,72.77
1489,LL14393,M,23867.0,Oregon,Personal Auto,2556.61,Four-Door Car,65.0,312.0
1490,GA72966,F,46503.0,Oregon,Personal Auto,8427.17,Luxury SUV,215.0,1032.0
1491,GY88677,F,46268.0,Oregon,Personal Auto,23675.03,Sports Car,199.0,842.0
1492,XT45580,F,60759.0,Oregon,Corporate Auto,4089.46,SUV,104.0,499.2
1493,RY23571,F,75615.0,California,Personal Auto,2483.67,Four-Door Car,65.0,156.55
1494,NB82190,M,73742.0,Oregon,Personal Auto,5278.18,Two-Door Car,68.0,27.21
1495,TQ84956,M,55687.0,California,Corporate Auto,10963.96,Luxury SUV,276.0,1324.8
1496,FV58292,M,74015.0,Oregon,Personal Auto,5555.83,Four-Door Car,72.0,471.44
1497,ZV17267,F,37056.0,Oregon,Personal Auto,11029.93,Four-Door Car,92.0,441.6
1498,RH71877,F,12964.0,Arizona,Personal Auto,4770.55,Two-Door Car,65.0,362.77
1499,GS23406,F,30916.0,California,Personal Auto,2734.33,Four-Door Car,70.0,21.14
1500,VP57785,F,12964.0,Oregon,Personal Auto,4770.55,Two-Door Car,65.0,362.77
1501,NS51605,M,26057.0,Oregon,Personal Auto,8509.85,Four-Door Car,74.0,523.89
1502,QV48556,F,29981.0,Arizona,Corporate Auto,5421.05,Two-Door Car,71.0,340.8
1503,PR10005,M,85210.0,Oregon,Personal Auto,2916.42,Four-Door Car,74.0,100.52
1504,IF80474,M,86653.0,Washington,Personal Auto,13363.52,Four-Door Car,111.0,277.2
1505,WM72573,M,22872.0,California,Personal Auto,14710.43,SUV,131.0,754.85
1506,NX71501,F,42889.0,California,Personal Auto,5936.34,Four-Door Car,74.0,177.32
1507,LR79755,M,74034.0,California,Personal Auto,2862.18,Four-Door Car,72.0,267.42
1508,KC26486,F,46503.0,Arizona,Personal Auto,8427.17,Luxury SUV,215.0,1032.0
1509,DY22077,M,97361.0,Arizona,Corporate Auto,8622.84,Four-Door Car,73.0,350.4
1510,UV54104,M,25905.0,Oregon,Personal Auto,2300.69,Four-Door Car,63.0,302.4
1511,SG66076,M,16097.0,Arizona,Personal Auto,10056.51,Sports Car,139.0,1000.8
1512,GW52309,F,56446.0,Nevada,Personal Auto,9118.15,SUV,114.0,547.2
1513,DC46965,M,11343.0,Nevada,Personal Auto,5507.24,Four-Door Car,72.0,154.75
1514,JK57654,M,24164.0,California,Personal Auto,10972.07,Sports Car,137.0,657.6
1515,QO62792,M,58414.0,Oregon,Personal Auto,7840.17,Luxury SUV,210.0,1008.0
1516,NR99710,F,24395.0,Arizona,Personal Auto,4792.81,Two-Door Car,62.0,357.11
1517,QH90382,F,52471.0,Oregon,Personal Auto,4187.78,Two-Door Car,103.0,163.96
1518,SI30451,F,30009.0,Arizona,Personal Auto,2718.38,Four-Door Car,68.0,317.43
1519,UM39817,F,23815.0,Oregon,Personal Auto,8257.67,Four-Door Car,73.0,424.33
1520,YG98004,F,27739.0,Oregon,Corporate Auto,12663.6,Four-Door Car,104.0,3.2
1521,KF80172,M,37876.0,Nevada,Personal Auto,2647.52,Four-Door Car,69.0,300.06
1522,YJ24476,F,14665.0,Nevada,Personal Auto,4558.43,Four-Door Car,61.0,292.8
1523,FB21121,F,86595.0,California,Corporate Auto,2546.87,Two-Door Car,63.0,445.62
1524,LW91009,M,24368.0,Washington,Personal Auto,4992.92,Four-Door Car,68.0,326.4
1525,RD28560,F,73054.0,Washington,Corporate Auto,12741.85,SUV,106.0,419.37
1526,LN50415,M,50994.0,Oregon,Corporate Auto,5131.36,SUV,128.0,346.39
1527,IJ40048,M,28695.0,California,Corporate Auto,4978.95,Four-Door Car,64.0,221.24
1528,PX86841,F,72608.0,Arizona,Special Auto,6521.37,Four-Door Car,82.0,393.6
1529,ES87355,F,48381.0,Oregon,Personal Auto,7564.61,Two-Door Car,63.0,302.4
1530,UB18338,M,14973.0,Oregon,Personal Auto,12168.74,SUV,115.0,828.0
1531,TF67147,F,24910.0,Oregon,Personal Auto,2248.45,Four-Door Car,63.0,347.86
1532,FY83287,M,50577.0,Washington,Personal Auto,2530.33,Two-Door Car,63.0,12.44
1533,BS94221,F,26184.0,Arizona,Special Auto,2354.32,Two-Door Car,62.0,297.6
1534,CB64729,M,20215.0,Nevada,Personal Auto,8417.16,Four-Door Car,112.0,537.6
1535,XB32430,M,68342.0,California,Personal Auto,5717.74,Four-Door Car,72.0,148.74
1536,BX20227,F,72608.0,Oregon,Personal Auto,6521.37,Four-Door Car,82.0,393.6
1537,PC12390,M,74960.0,Nevada,Corporate Auto,5507.16,Four-Door Car,69.0,107.99
1538,XQ44462,M,56342.0,Oregon,Corporate Auto,2674.73,Four-Door Car,69.0,331.2
1539,GF59560,F,86824.0,Oregon,Personal Auto,5817.83,Four-Door Car,72.0,189.1
1540,FE67098,M,37530.0,Nevada,Personal Auto,4646.39,SUV,117.0,561.6
1541,SP94430,F,53330.0,California,Personal Auto,7651.1,Four-Door Car,65.0,224.09
1542,WY41435,F,52436.0,Nevada,Personal Auto,11960.48,Four-Door Car,76.0,109.48
1543,MR77933,F,11885.0,Arizona,Personal Auto,11315.2,Four-Door Car,101.0,484.8
1544,TM33419,F,44536.0,Washington,Personal Auto,5255.58,SUV,137.0,46.95
1545,QF91596,F,82763.0,Nevada,Personal Auto,4794.96,Four-Door Car,61.0,245.16
1546,BX35013,F,63401.0,Arizona,Personal Auto,27643.24,SUV,113.0,52.34
1547,JB20891,F,11828.0,Arizona,Personal Auto,10083.49,Four-Door Car,90.0,571.48
1548,WE68750,M,99747.0,Oregon,Corporate Auto,5687.9,Two-Door Car,72.0,61.54
1549,BW79345,F,78796.0,Nevada,Personal Auto,4945.07,Two-Door Car,61.0,292.8
1550,OZ64384,F,79090.0,Oregon,Personal Auto,8609.16,SUV,107.0,289.04
1551,KV99077,M,43906.0,Nevada,Personal Auto,5157.05,Two-Door Car,65.0,468.0
1552,NY24020,M,82189.0,Arizona,Personal Auto,3748.99,Two-Door Car,94.0,354.08
1553,CJ81799,F,70263.0,Oregon,Personal Auto,7462.93,Two-Door Car,93.0,7.35
1554,QI69873,M,19132.0,Washington,Personal Auto,15063.5,Luxury Car,207.0,1008.57
1555,ZB88708,M,78127.0,Nevada,Personal Auto,2799.47,Four-Door Car,69.0,136.17
1556,XG64081,M,92296.0,Arizona,Personal Auto,2759.98,Two-Door Car,69.0,331.2
1557,KA95976,F,80550.0,California,Personal Auto,5392.5,Four-Door Car,68.0,265.52
1558,TF23305,F,51950.0,Arizona,Personal Auto,3574.99,Two-Door Car,89.0,429.17
1559,TU72516,F,20392.0,Oregon,Personal Auto,5608.17,Four-Door Car,73.0,350.4
1560,DM16101,F,30886.0,Washington,Special Auto,4754.65,Four-Door Car,61.0,8.32
1561,IH62666,F,33089.0,California,Personal Auto,7356.38,Four-Door Car,61.0,292.8
